"","Participant","Qnum","Sensitive","T/F","hasAbsolutelyReally","hasContraction","hasI","hasWe","hasYes","hasNAposT","hasNo","hasNot","isJustYes","isJustNo","noYesOrNo","specificDenial","thirdPersonPronouns","hasFalseStart","hasFilledPause","numFilledPauses","hasCuePhrase","numCuePhrases","hasHedgePhrase","numHedgePhrases","hasLaugh","complexity","numLaugh","DAL-wc","DAL-pleasant","DAL-activate","DAL-imagenary","specScores","duration"
"data2220","304","q2",FALSE,"T","1","1","1","0","0","1","0","0","0","0","1","1","0","0","1","2","1","6","1","2","0","1.0","0","0.959183673469","2.03625531915","1.71010638298","1.53191489362","0.970714","28.05843"
"data2221","304","q6",FALSE,"T","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","2","0","0","1","1.0","3","0.782608695652","1.97764444444","1.78688333333","1.87777777778","0.288547","12.87885"
"data2222","304","q12",TRUE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1.0","1","0.958333333333","1.97070434783","1.78798695652","1.42608695652","0.136656","28.83416"
"data2223","304","q5",TRUE,"T","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","1","1","3","1","2","1","1.0","1","0.928571428571","1.94148461538","1.71486923077","1.33846153846","0.004320","14.31906"
"data2224","304","q3",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","4","1","4","1","3","0","1.0","0","0.758620689655","1.8369","1.58836818182","1.45","0.997688","25.08573"
"data2225","304","q4",FALSE,"T","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","4","0","1.0","0","0.894736842105","2.06904117647","1.62841176471","1.64705882353","0.160998","14.69743"
"data2226","304","q9",FALSE,"F","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","3","1","9","1","3","1","1.0","1","0.787234042553","1.95226216216","1.63448378378","1.3027027027","0.957141","23.95395"
"data2227","304","q11",FALSE,"T","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","6","1","4","0","1.0","0","0.916666666667","2.0507","1.72606818182","1.4","0.048702","13.01"
"data2228","304","q10",FALSE,"F","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","2","1","3","0","1.0","0","0.826086956522","1.9434","1.71437368421","1.23157894737","0.344957","14.77"
"data2229","304","q14",TRUE,"F","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","3","1","2","1","2","1","1.0","1","0.848484848485","1.89975","1.65769642857","1.55","0.821222","19.48607"
"data2230","304","q13",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.64473"
"data2231","304","q15",TRUE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","3","0","0","1","1.0","2","1.0","1.66781666667","1.73106666667","1.21666666667","0.000315","6.85795"
"data2232","304","q17",FALSE,"F","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","2","1","4","1","4","0","1.0","0","0.873015873016","1.95757818182","1.65862909091","1.29454545455","0.992354","32.70491"
"data2233","304","q22",FALSE,"T","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","0.666666666667","1.6875","1.5625","1.0","0.300695","5.36319"
"data2234","304","q19",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","2","0","0","0","1.0","0","0.772727272727","2.03061176471","1.87097647059","1.69411764706","0.257590","8.54"
"data2235","304","q23",TRUE,"F","1","1","1","0","1","1","1","1","0","0","0","0","1","0","1","3","1","6","1","3","1","1.0","2","0.892857142857","1.876716","1.70779733333","1.55466666667","0.999986","49.26644"
"data2236","304","q24",TRUE,"F","0","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","8","1","2","0","1.0","0","0.913043478261","1.93464285714","1.69079047619","1.39523809524","0.729510","28.16131"
"data2237","304","q16",TRUE,"F","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","2","1","6","1","2","1","1.0","1","0.818181818182","1.84601111111","1.61205555556","1.49444444444","0.963866","27.80524"
"data2238","304","q18",FALSE,"T","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","2","1","3","1","1","1","1.0","1","0.921568627451","1.88186170213","1.74208297872","1.53617021277","0.976784","22.90673"
"data2239","304","q20",FALSE,"F","1","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","3","1","2","0","1.0","0","0.772727272727","2.1257","1.6328","1.30588235294","0.356232","24.40001"
"data2240","307","q8",FALSE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","0.833333333333","1.96646","1.49988","1.24","0.008489","9.93027"
"data2241","307","q4",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","1","1","0","1.0","0","0.764705882353","1.82621538462","1.67367692308","1.73846153846","0.265403","15.19716"
"data2242","307","q18",FALSE,"F","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","1.50015","1.71728333333","1.03333333333","0.000023","6.53128"
"data2243","307","q22",FALSE,"F","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","0.6","1.56953333333","1.68616666667","1.06666666667","0.000504","4.25922"
"data2244","307","q24",TRUE,"F","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","2","1","7","1","2","0","1.0","0","0.928571428571","1.8797025641","1.72859487179","1.37948717949","0.722612","48.1433"
"data2245","307","q1",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","0.6","2.03333333333","1.8639","1.73333333333","0.060223","8.75826"
"data2246","307","q2",FALSE,"T","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0.0","0","0.857142857143","2.06991666667","1.81421666667","1.76666666667","0.072948","13.30163"
"data2247","307","q5",TRUE,"F","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1.0","0","1.0","1.91901111111","1.69603333333","1.46666666667","0.000299","20.83567"
"data2248","307","q6",FALSE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1.0","0","0.9","2.2247","1.9612","1.88888888889","0.016847","21.29678"
"data2249","307","q10",FALSE,"T","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.7233","1.7003","1.36666666667","0.001687","12.14403"
"data2250","307","q7",FALSE,"F","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000052","6.82186"
"data2251","307","q9",FALSE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","2.1228","1.80295714286","1.54285714286","0.005774","7.97828"
"data2252","307","q11",FALSE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","4","0","0","0","1.0","0","0.823529411765","1.98378571429","1.75174285714","1.9","0.523086","22.75244"
"data2253","307","q12",TRUE,"T","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","2.02278333333","1.87616666667","1.96666666667","0.001299","17.39683"
"data2254","307","q14",TRUE,"T","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","5","1","1","0","1.0","0","0.761904761905","2.2474125","1.83559375","1.4125","0.109288","37.12603"
"data2255","307","q15",TRUE,"F","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","1.0","0","0.941176470588","2.0441375","1.8595375","1.825","0.016911","22.44617"
"data2256","307","q17",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","0.916666666667","1.77092727273","1.84686363636","1.69090909091","0.025960","34.66614"
"data2257","307","q13",TRUE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1.0","0","0.875","2.19531428571","1.82838571429","1.82857142857","0.150082","25.67169"
"data2258","307","q19",FALSE,"F","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000044","4.62775"
"data2259","307","q20",FALSE,"F","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1.0","0","1.0","2.040225","1.64588125","1.8375","0.155570","37.49508"
"data2260","307","q21",FALSE,"F","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","4","0","0","1","2","0","1.0","0","0.666666666667","2.01123571429","1.72772142857","1.41428571429","0.685299","52.6092"
"data2261","307","q23",TRUE,"T","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","7","0","0","0","1.0","0","1.0","2.19038666667","1.83238666667","1.58666666667","0.032257","38.42971"
"data2262","307","q16",TRUE,"F","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","2","1","3","1","2","0","1.0","0","0.833333333333","1.83633","1.59091","1.63","0.638078","34.05199"
"data2263","307","q3",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.625","1.94762","1.48342","2.04","0.290327","27.20972"
"data2264","306","q23",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.8297"
"data2265","306","q24",TRUE,"F","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","2","1","3","0","0","0","1.0","0","0.9375","2.01852666667","1.67404666667","1.30666666667","0.029574","8.32"
"data2266","306","q1",FALSE,"F","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1.0","0","0.571428571429","1.8533375","1.867575","1.575","0.469469","11.00495"
"data2267","306","q3",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","2","0","1.0","0","0.875","2.09438571429","1.68358571429","1.45714285714","0.005196","7.14565"
"data2268","306","q6",FALSE,"T","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","8","0","0","1","1.0","1","1.0","1.4587","1.99655","1.08","0.000078","4.16"
"data2269","306","q10",FALSE,"F","1","1","1","0","1","0","0","1","0","0","0","0","0","1","1","3","1","7","1","4","1","1.0","2","0.85","2.06495882353","1.71893529412","1.37647058824","0.787436","33.47309"
"data2270","306","q7",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","3","0","0","0","1.0","0","0.777777777778","1.65155714286","1.67481428571","1.34285714286","0.005711","4.87"
"data2271","306","q13",TRUE,"T","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","3","1","2","1","1","1","1.0","1","0.583333333333","1.8874","1.67612857143","1.68571428571","0.030346","7.85742"
"data2272","306","q16",TRUE,"F","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","3","1","1","1","1","0","1.0","0","0.8125","1.77356923077","1.48191538462","2.0","0.578826","9.88"
"data2273","306","q18",FALSE,"T","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1","4","1","2","0","1.0","0","0.958333333333","1.83132608696","1.67645217391","1.26956521739","0.008866","12.47"
"data2274","306","q20",FALSE,"F","0","1","1","1","0","1","0","1","0","0","1","0","0","0","1","1","1","5","1","1","0","1.0","0","0.952380952381","1.8944725","1.6718425","1.53","0.705374","14.46"
"data2275","306","q5",TRUE,"F","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","2","1","7","1","5","1","1.0","1","0.959183673469","2.04659148936","1.80707234043","1.55744680851","0.837443","30.42591"
"data2276","306","q8",FALSE,"T","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","2","1","1","1","1.0","1","0.666666666667","1.63895","1.8813","1.1","0.008964","7.21813"
"data2277","306","q2",FALSE,"F","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","1","3","1","2","0","1.0","0","0.967741935484","1.91384666667","1.64233","1.42666666667","0.377316","14.02998"
"data2278","306","q14",TRUE,"F","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","3","1","6","0","0","1","1.0","1","0.916666666667","2.02723333333","1.64548787879","1.53939393939","0.582927","22.28588"
"data2279","306","q11",FALSE,"F","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","1","1","0","1.0","0","0.833333333333","1.9063","1.60905333333","1.26666666667","0.014015","17.87502"
"data2280","306","q17",FALSE,"T","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","2","1","3","1","4","1","1.0","1","0.862068965517","1.797872","1.574496","1.44","0.597542","13.33618"
"data2281","306","q21",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.833333333333","1.7565","1.754","1.36","0.009003","9.27399"
"data2282","306","q9",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","4","1","3","1","1.0","1","0.863636363636","1.80749473684","1.75373684211","1.17894736842","0.049211","16.33722"
"data2283","306","q12",TRUE,"F","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","2","1","4","1","5","0","1.0","0","0.895833333333","1.87690232558","1.71709302326","1.40930232558","0.887787","21.56778"
"data2284","306","q4",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3","1","1","1","1","0","1.0","0","0.882352941176","1.93065333333","1.61047333333","1.54666666667","0.085722","9.31662"
"data2285","306","q15",TRUE,"F","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","5","1","5","1","1","0","1.0","0","0.837837837838","2.08876129032","1.68913225806","1.72903225806","0.679090","32.7238"
"data2286","306","q19",FALSE,"T","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","1.0","2.01432857143","2.11245714286","1.62857142857","0.056437","5.59473"
"data2287","309","q4",FALSE,"F","0","1","1","0","0","1","0","0","0","0","1","0","1","0","1","3","1","11","1","10","0","1.0","0","0.923076923077","2.00108","1.69651666667","1.46333333333","0.998292","29.16562"
"data2288","309","q3",FALSE,"F","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","5","1","6","1","9","0","1.0","0","0.830769230769","1.94887592593","1.78450740741","1.5037037037","0.999267","32.84163"
"data2289","309","q6",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.80193333333","1.95126666667","1.2","0.000172","0.88"
"data2290","309","q7",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1.0","2","0.4","1.1779","1.8894","1.0","0.037649","1.97"
"data2291","309","q5",TRUE,"T","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","5","1","8","1","3","1","1.0","5","0.847826086957","1.97028717949","1.64486923077","1.4","0.999997","59.48096"
"data2292","309","q8",FALSE,"F","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","10","1","26","1","18","1","1.0","1","0.890410958904","1.95912692308","1.65185307692","1.27384615385","1.000000","51.37193"
"data2293","309","q9",FALSE,"T","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1.0","1","0.75","2.37685555556","1.97053333333","1.22222222222","0.108776","4.74685"
"data2294","309","q10",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1.0","0","1.0","1.84428181818","1.69374545455","1.18181818182","0.001076","4.00251"
"data2295","309","q11",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1.0","0","1.0","1.9676","1.75331111111","1.42222222222","0.015788","5.14429"
"data2296","309","q22",FALSE,"F","0","1","1","1","0","1","0","0","0","0","1","0","1","1","1","6","1","11","1","4","1","1.0","1","0.875","1.88781571429","1.68347142857","1.41142857143","0.999915","33.56853"
"data2297","309","q14",TRUE,"F","1","1","1","1","0","1","0","1","0","0","1","0","1","1","1","3","1","3","1","3","1","1.0","1","0.892857142857","1.89398","1.597782","1.332","0.973677","24.81071"
"data2298","309","q12",TRUE,"F","0","1","1","0","0","0","0","0","0","0","1","0","1","1","1","4","1","16","1","10","1","1.0","2","0.895833333333","1.95352093023","1.71435930233","1.40697674419","0.999995","37.149418"
"data2299","309","q2",FALSE,"T","1","1","1","1","0","1","1","1","0","0","0","0","0","0","1","7","1","9","1","5","1","1.0","4","0.844036697248","1.94551847826","1.62721086957","1.49130434783","1.000000","58.88848"
"data2300","309","q13",TRUE,"F","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","2","1","4","1","2","1","1.0","3","0.836734693878","1.96176829268","1.69628536585","1.42926829268","0.989281","24.26384"
"data2301","309","q15",TRUE,"T","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","4","1","5","1","1.0","3","0.882352941176","2.00821333333","1.74468","1.40666666667","0.647751","10.95205"
"data2302","309","q16",TRUE,"F","1","1","1","0","0","1","0","0","0","0","1","0","1","0","1","6","1","10","1","7","0","1.0","0","0.896103896104","1.91847246377","1.63373478261","1.40289855072","0.999864","24.99237"
"data2303","309","q17",FALSE,"T","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","6","1","20","1","24","1","1.0","2","0.90756302521","2.08730925926","1.69320277778","1.40185185185","1.000000","43.29293"
"data2304","309","q18",FALSE,"F","1","1","1","0","0","1","1","1","0","0","0","1","0","0","1","2","1","6","1","8","1","1.0","1","0.929577464789","1.89154545455","1.71367878788","1.44545454545","0.999291","20.24"
"data2305","309","q19",FALSE,"T","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","2","0","0","1","1.0","1","0.909090909091","1.76823","1.76699","1.34","0.003482","5.10633"
"data2306","309","q20",FALSE,"T","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","3","1","6","1","2","1","1.0","2","0.776119402985","2.01850384615","1.65067307692","1.31923076923","0.999332","30.146335"
"data2307","309","q21",FALSE,"T","1","1","1","1","0","0","0","1","0","0","1","0","0","0","1","4","1","10","1","5","0","1.0","0","0.924050632911","1.97191780822","1.70189315068","1.36712328767","0.999916","25.79903"
"data2308","309","q23",TRUE,"F","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","6","1","14","1","10","1","1.0","4","0.878787878788","1.93571465517","1.66917586207","1.45344827586","1.000000","50.63237"
"data2309","309","q24",TRUE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","4","1","12","1","10","0","1.0","0","0.918032786885","1.97008928571","1.69059642857","1.34285714286","0.984868","22.13"
"data2310","309","q1",FALSE,"T","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","5","1","6","1","3","0","1.0","0","0.84375","1.90165185185","1.61706666667","1.41851851852","0.999157","33.95933"
"data2311","308","q21",FALSE,"T","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","2","1","9","1","5","0","1.0","0","0.822580645161","1.9953","1.66189411765","1.34901960784","0.999317","32.38523"
"data2312","308","q17",FALSE,"T","1","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","12","1","16","0","1.0","0","0.979166666667","1.94030141844","1.6802177305","1.4085106383","1.000000","36.82531"
"data2313","308","q23",TRUE,"F","1","1","1","1","0","1","0","0","0","0","1","0","1","0","1","7","1","62","1","31","1","1.0","3","0.925373134328","1.84795451613","1.65920225806","1.46322580645","1.000000","111.84209"
"data2314","308","q15",TRUE,"T","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","12","1","5","1","1.0","1","0.966101694915","2.05112982456","1.79442807018","1.39298245614","0.991947","16.95445"
"data2315","308","q12",TRUE,"T","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1.0","1","1.0","1.91433076923","1.78326153846","1.43076923077","0.013800","4.54931"
"data2316","308","q2",FALSE,"F","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","1","24","1","21","1","1.0","1","0.955974842767","1.91967960526","1.70438092105","1.34868421053","1.000000","40.2102"
"data2317","308","q1",FALSE,"T","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1","4","1","35","1","28","1","1.0","2","0.909836065574","1.92407702703","1.6236036036","1.46216216216","1.000000","89.5454"
"data2318","308","q18",FALSE,"T","0","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","7","1","7","1","1.0","1","0.849056603774","1.87609333333","1.67554666667","1.42666666667","0.971915","20.06879"
"data2319","308","q19",FALSE,"F","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1.0","1","0.923076923077","1.934525","1.96020833333","1.43333333333","0.014735","5.89535"
"data2320","308","q20",FALSE,"T","0","1","1","1","0","0","0","0","0","0","1","0","1","0","1","2","1","11","1","8","0","1.0","0","0.841463414634","1.91228985507","1.66012608696","1.58260869565","0.999977","32.05368"
"data2321","308","q6",FALSE,"F","1","1","1","1","0","1","0","1","0","0","1","0","1","0","1","4","1","65","1","44","1","1.0","5","0.964285714286","1.96931185185","1.69649925926","1.38222222222","1.000000","102.4164"
"data2322","308","q11",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","0.9","1.82151111111","1.65487777778","1.46666666667","0.006556","3.81"
"data2323","308","q10",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","4","1","40","1","21","0","1.0","0","0.915","1.95158251366","1.70338032787","1.33989071038","1.000000","72.15036"
"data2324","308","q3",FALSE,"F","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","2","1","10","1","6","0","1.0","0","0.896103896104","1.86999130435","1.64940289855","1.51884057971","0.999932","31.9531"
"data2325","308","q13",TRUE,"F","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","7","1","47","1","26","1","1.0","8","0.903225806452","1.9565994898","1.67344540816","1.38673469388","1.000000","80.56979"
"data2326","308","q14",TRUE,"F","0","1","1","0","0","1","0","0","0","0","1","0","1","0","1","1","1","15","1","10","1","1.0","2","0.910112359551","1.90967160494","1.6916037037","1.46419753086","0.999980","33.39012"
"data2327","308","q16",TRUE,"F","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","10","1","8","1","1.0","2","0.947368421053","1.91872037037","1.68857777778","1.5","0.983954","22.86548"
"data2328","308","q22",FALSE,"F","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","1","1","33","1","22","1","1.0","3","0.954545454545","1.89021428571","1.67263741497","1.44081632653","1.000000","57.64037"
"data2329","308","q24",TRUE,"F","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","2","1","34","1","25","1","1.0","3","0.908163265306","1.9473488764","1.70159831461","1.35505617978","1.000000","62.17086"
"data2330","308","q5",TRUE,"F","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","4","1","61","1","52","0","1.0","0","0.960365853659","1.91522","1.6691984127","1.32888888889","1.000000","117.57033"
"data2331","308","q4",FALSE,"F","1","1","1","0","0","1","0","1","0","0","1","0","1","1","1","3","1","32","1","27","1","1.0","3","0.932038834951","1.94832864583","1.6913828125","1.49791666667","1.000000","68.93351"
"data2332","308","q7",FALSE,"T","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","4","1","4","1","1.0","2","0.961538461538","1.849432","1.789916","1.304","0.118854","24.92668"
"data2333","308","q8",FALSE,"T","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","6","1","2","0","1.0","0","0.948717948718","1.83485135135","1.67861081081","1.45945945946","0.268599","9.28002"
"data2334","308","q9",FALSE,"T","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","3","1","10","1","13","1","1.0","5","0.818181818182","2.03275555556","1.71172222222","1.36825396825","0.999881","37.65292"
"data2335","311","q23",TRUE,"F","1","0","1","1","0","0","0","1","0","0","1","0","1","0","1","2","1","7","1","10","0","1.0","0","0.855263157895","1.87576","1.69454923077","1.47384615385","0.999387","39.45642"
"data2336","311","q24",TRUE,"T","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","3","1","3","1","4","1","1.0","1","0.882352941176","1.94473333333","1.70838666667","1.43111111111","0.980862","20.95351"
"data2337","311","q4",FALSE,"F","0","1","1","0","1","0","1","0","0","0","0","0","1","0","1","7","1","3","1","2","0","1.0","0","0.75","2.00069166667","1.72646388889","1.55555555556","0.996167","62.14258"
"data2338","311","q5",TRUE,"F","0","1","1","1","1","1","0","0","0","0","0","0","1","0","1","4","1","8","1","2","0","1.0","0","0.795918367347","2.03725384615","1.7527","1.37948717949","0.986088","42.23446"
"data2339","311","q6",FALSE,"T","0","1","1","0","1","1","1","1","0","0","0","0","0","0","1","4","1","10","1","5","1","1.0","2","0.816326530612","1.818435","1.6899925","1.455","0.943371","39.22945"
"data2340","311","q2",FALSE,"T","0","1","1","1","1","1","0","1","0","0","0","0","1","0","1","4","1","17","1","8","1","1.0","1","0.915254237288","1.96259166667","1.74003148148","1.53333333333","1.000000","60.97866"
"data2341","311","q7",FALSE,"T","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","1","1","1.0","1","0.636363636364","1.90287142857","2.04815714286","1.45714285714","0.017460","11.46566"
"data2342","311","q8",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.833333333333","1.9131","1.66345","1.9","0.209365","4.3"
"data2343","311","q9",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","11","1","5","0","1.0","0","0.893939393939","1.85897966102","1.70909152542","1.27118644068","0.994931","33.19361"
"data2344","311","q1",FALSE,"T","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","2","0","1.0","0","0.625","1.81703","1.70998","1.82","0.902207","18.74134"
"data2345","311","q10",FALSE,"F","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","5","1","5","0","1.0","0","0.864864864865","1.977215625","1.820646875","1.1875","0.757146","22.66323"
"data2346","311","q11",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","9","1","7","1","1.0","1","0.868421052632","1.92859090909","1.71150454545","1.43636363636","0.999809","41.76135"
"data2347","311","q12",TRUE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","1","3","1","3","0","1.0","0","0.961538461538","1.929812","1.698792","1.544","0.467257","15.61279"
"data2348","311","q13",TRUE,"F","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.41795"
"data2349","311","q14",TRUE,"T","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","8","1","15","1","7","0","1.0","0","0.869158878505","1.84730967742","1.66251290323","1.3376344086","0.999999","83.91896"
"data2350","311","q15",TRUE,"T","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","5","1","17","1","15","1","1.0","1","0.883928571429","1.99845656566","1.71551313131","1.43636363636","1.000000","50.25001"
"data2351","311","q16",TRUE,"T","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","3","1","8","1","3","1","1.0","1","0.8125","1.85637846154","1.67869230769","1.50461538462","0.999970","38.44698"
"data2352","311","q17",FALSE,"F","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","14","1","8","1","1.0","1","0.878048780488","1.91052083333","1.6858","1.31666666667","0.999926","38.50197"
"data2353","311","q18",FALSE,"T","0","1","1","1","1","1","1","1","0","0","0","0","0","1","1","9","1","19","1","11","0","1.0","0","0.833333333333","1.922825","1.70852071429","1.53","1.000000","71.3953"
